svgs2k	HandSvgs	hvgs	svgs
ENSG00000198938	ENSG00000123560	ENSG00000123560	ENSG00000198938
ENSG00000198888	ENSG00000251562	ENSG00000251562	ENSG00000198888
ENSG00000197971	ENSG00000256618	ENSG00000256618	ENSG00000197971
ENSG00000198763	ENSG00000164241	ENSG00000164241	ENSG00000198763
ENSG00000198899	ENSG00000197971	ENSG00000197971	ENSG00000198899
ENSG00000198712	ENSG00000154277	ENSG00000154277	ENSG00000198712
ENSG00000123560	ENSG00000282885	ENSG00000282885	ENSG00000123560
ENSG00000198804	ENSG00000091513	ENSG00000091513	ENSG00000198804
ENSG00000198886	ENSG00000087460	ENSG00000087460	ENSG00000198886
ENSG00000198840	ENSG00000109971	ENSG00000109971	ENSG00000198840
ENSG00000198727	ENSG00000118785	ENSG00000118785	ENSG00000198727
ENSG00000269028	ENSG00000109846	ENSG00000109846	ENSG00000269028
ENSG00000188536	ENSG00000143153	ENSG00000143153	ENSG00000188536
ENSG00000244734	ENSG00000244734	ENSG00000244734	ENSG00000244734
ENSG00000123454	ENSG00000168314	ENSG00000168314	ENSG00000123454
ENSG00000198786	ENSG00000188536	ENSG00000188536	ENSG00000198786
ENSG00000180176	ENSG00000131711	ENSG00000131711	ENSG00000180176
ENSG00000277586	ENSG00000130203	ENSG00000130203	ENSG00000277586
ENSG00000255823	ENSG00000137267	ENSG00000137267	ENSG00000255823
ENSG00000131095	ENSG00000006128	ENSG00000006128	ENSG00000131095
ENSG00000165646	ENSG00000277586	ENSG00000277586	ENSG00000165646
ENSG00000089199	ENSG00000160307	ENSG00000160307	ENSG00000089199
ENSG00000104722	ENSG00000123416	ENSG00000123416	ENSG00000104722
ENSG00000103546	ENSG00000171951	ENSG00000171951	ENSG00000103546
ENSG00000212907	ENSG00000132639	ENSG00000132639	ENSG00000212907
ENSG00000104435	ENSG00000125148	ENSG00000125148	ENSG00000104435
ENSG00000163399	ENSG00000250722	ENSG00000250722	ENSG00000163399
ENSG00000154645	ENSG00000173786	ENSG00000173786	ENSG00000154645
ENSG00000132639	ENSG00000107317	ENSG00000107317	ENSG00000132639
ENSG00000125462	ENSG00000189043	ENSG00000189043	ENSG00000125462
ENSG00000229117	ENSG00000269028	ENSG00000269028	ENSG00000229117
ENSG00000152661	ENSG00000244274	ENSG00000244274	ENSG00000152661
ENSG00000154277	ENSG00000105519	ENSG00000105519	ENSG00000154277
ENSG00000169715	ENSG00000105695	ENSG00000105695	ENSG00000169715
ENSG00000101439	ENSG00000104435	ENSG00000104435	ENSG00000101439
ENSG00000282885	ENSG00000167641	ENSG00000167641	ENSG00000282885
ENSG00000171885	ENSG00000166710	ENSG00000166710	ENSG00000171885
ENSG00000228253	ENSG00000123454	ENSG00000123454	ENSG00000228253
ENSG00000091513	ENSG00000189058	ENSG00000189058	ENSG00000091513
ENSG00000080824	ENSG00000171885	ENSG00000171885	ENSG00000080824
ENSG00000170027	ENSG00000169715	ENSG00000169715	ENSG00000170027
ENSG00000251562	ENSG00000168309	ENSG00000168309	ENSG00000251562
ENSG00000008283	ENSG00000135744	ENSG00000135744	ENSG00000008283
ENSG00000131711	ENSG00000126709	ENSG00000126709	ENSG00000131711
ENSG00000168314	ENSG00000110436	ENSG00000110436	ENSG00000168314
ENSG00000034510	ENSG00000080822	ENSG00000080822	ENSG00000034510
ENSG00000256618	ENSG00000101439	ENSG00000101439	ENSG00000256618
ENSG00000100285	ENSG00000105290	ENSG00000105290	ENSG00000100285
ENSG00000182718	ENSG00000108576	ENSG00000108576	ENSG00000182718
ENSG00000108828	ENSG00000175130	ENSG00000175130	ENSG00000108828
ENSG00000078018	ENSG00000142089	ENSG00000142089	ENSG00000078018
ENSG00000111640	ENSG00000013297	ENSG00000013297	ENSG00000111640
ENSG00000143153	ENSG00000172137	ENSG00000172137	ENSG00000143153
ENSG00000160307	ENSG00000258947	ENSG00000258947	ENSG00000160307
ENSG00000110436	ENSG00000164405	ENSG00000164405	ENSG00000110436
ENSG00000073969	ENSG00000080824	ENSG00000080824	ENSG00000073969
ENSG00000148671	ENSG00000203930	ENSG00000203930	ENSG00000148671
ENSG00000100097	ENSG00000107902	ENSG00000107902	ENSG00000100097
ENSG00000168000	ENSG00000167552	ENSG00000167552	ENSG00000168000
ENSG00000104327	ENSG00000132702	ENSG00000132702	ENSG00000104327
ENSG00000131473	ENSG00000160781	ENSG00000160781	ENSG00000131473
ENSG00000108576	ENSG00000125462	ENSG00000125462	ENSG00000108576
ENSG00000107796	ENSG00000104327	ENSG00000104327	ENSG00000107796
ENSG00000067715	ENSG00000014641	ENSG00000014641	ENSG00000067715
ENSG00000173267	ENSG00000103260	ENSG00000103260	ENSG00000173267
ENSG00000107317	ENSG00000064787	ENSG00000064787	ENSG00000107317
ENSG00000185559	ENSG00000187193	ENSG00000187193	ENSG00000185559
ENSG00000139116	ENSG00000204389	ENSG00000204389	ENSG00000139116
ENSG00000167996	ENSG00000019582	ENSG00000019582	ENSG00000167996
ENSG00000147256	ENSG00000164919	ENSG00000164919	ENSG00000147256
ENSG00000165795	ENSG00000131095	ENSG00000131095	ENSG00000165795
ENSG00000156508	ENSG00000172508	ENSG00000172508	ENSG00000156508
ENSG00000132437	ENSG00000152661	ENSG00000152661	ENSG00000132437
ENSG00000165949	ENSG00000256222	ENSG00000256222	ENSG00000165949
ENSG00000018625	ENSG00000099194	ENSG00000099194	ENSG00000018625
ENSG00000160014	ENSG00000242808	ENSG00000242808	ENSG00000160014
ENSG00000171951	ENSG00000161970	ENSG00000161970	ENSG00000171951
ENSG00000213190	ENSG00000118271	ENSG00000118271	ENSG00000213190
ENSG00000135821	ENSG00000198804	ENSG00000198804	ENSG00000135821
ENSG00000150594	ENSG00000066468	ENSG00000066468	ENSG00000150594
ENSG00000120885	ENSG00000104419	ENSG00000104419	ENSG00000120885
ENSG00000113140	ENSG00000182600	ENSG00000182600	ENSG00000113140
ENSG00000166165	ENSG00000134419	ENSG00000134419	ENSG00000166165
ENSG00000133318	ENSG00000245910	ENSG00000245910	ENSG00000133318
ENSG00000187193	ENSG00000152082	ENSG00000152082	ENSG00000187193
ENSG00000188229	ENSG00000206172	ENSG00000206172	ENSG00000188229
ENSG00000067225	ENSG00000241343	ENSG00000241343	ENSG00000067225
ENSG00000185883	ENSG00000136541	ENSG00000136541	ENSG00000185883
ENSG00000137267	ENSG00000015592	ENSG00000015592	ENSG00000137267
ENSG00000109472	ENSG00000183648	ENSG00000183648	ENSG00000109472
ENSG00000159720	ENSG00000184113	ENSG00000184113	ENSG00000159720
ENSG00000135744	ENSG00000130770	ENSG00000130770	ENSG00000135744
ENSG00000145248	ENSG00000109475	ENSG00000109475	ENSG00000145248
ENSG00000126432	ENSG00000184221	ENSG00000184221	ENSG00000126432
ENSG00000103034	ENSG00000173369	ENSG00000173369	ENSG00000103034
ENSG00000162188	ENSG00000089199	ENSG00000089199	ENSG00000162188
ENSG00000183044	ENSG00000136960	ENSG00000136960	ENSG00000183044
ENSG00000097021	ENSG00000105372	ENSG00000105372	ENSG00000097021
ENSG00000079215	ENSG00000101265	ENSG00000101265	ENSG00000079215
ENSG00000068615	ENSG00000128564	ENSG00000128564	ENSG00000068615
ENSG00000117266	ENSG00000053438	ENSG00000053438	ENSG00000117266
ENSG00000166033	ENSG00000129244	ENSG00000129244	ENSG00000166033
ENSG00000130255	ENSG00000167755	ENSG00000167755	ENSG00000130255
ENSG00000213741	ENSG00000066322	ENSG00000066322	ENSG00000213741
ENSG00000111716	ENSG00000147684	ENSG00000147684	ENSG00000111716
ENSG00000131143	ENSG00000173436	ENSG00000173436	ENSG00000131143
ENSG00000152377	ENSG00000068903	ENSG00000068903	ENSG00000152377
ENSG00000197956	ENSG00000116133	ENSG00000116133	ENSG00000197956
ENSG00000133169	ENSG00000141433	ENSG00000141433	ENSG00000133169
ENSG00000196230	ENSG00000103546	ENSG00000103546	ENSG00000196230
ENSG00000130208	ENSG00000197943	ENSG00000197943	ENSG00000130208
ENSG00000113657	ENSG00000165502	ENSG00000165502	ENSG00000113657
ENSG00000112531	ENSG00000129538	ENSG00000129538	ENSG00000112531
ENSG00000170315	ENSG00000090266	ENSG00000090266	ENSG00000170315
ENSG00000102287	ENSG00000183011	ENSG00000183011	ENSG00000102287
ENSG00000128609	ENSG00000092096	ENSG00000092096	ENSG00000128609
ENSG00000166426	ENSG00000186468	ENSG00000186468	ENSG00000166426
ENSG00000162734	ENSG00000204592	ENSG00000204592	ENSG00000162734
ENSG00000087250	ENSG00000018625	ENSG00000018625	ENSG00000087250
ENSG00000242265	ENSG00000126803	ENSG00000126803	ENSG00000242265
ENSG00000147416	ENSG00000141540	ENSG00000141540	ENSG00000147416
ENSG00000096384	ENSG00000148180	ENSG00000148180	ENSG00000096384
ENSG00000150625	ENSG00000162407	ENSG00000162407	ENSG00000150625
ENSG00000109132	ENSG00000163032	ENSG00000163032	ENSG00000109132
ENSG00000087460	ENSG00000136160	ENSG00000136160	ENSG00000087460
ENSG00000198961	ENSG00000175899	ENSG00000175899	ENSG00000198961
ENSG00000171314	ENSG00000198888	ENSG00000198888	ENSG00000171314
ENSG00000139970	ENSG00000125144	ENSG00000125144	ENSG00000139970
ENSG00000134333	ENSG00000165646	ENSG00000165646	ENSG00000134333
ENSG00000265681	ENSG00000130208	ENSG00000130208	ENSG00000265681
ENSG00000189221	ENSG00000117691	ENSG00000117691	ENSG00000189221
ENSG00000046653	ENSG00000104722	ENSG00000104722	ENSG00000046653
ENSG00000124172	ENSG00000111775	ENSG00000111775	ENSG00000124172
ENSG00000111669	ENSG00000237949	ENSG00000237949	ENSG00000111669
ENSG00000137726	ENSG00000173267	ENSG00000173267	ENSG00000137726
ENSG00000071082	ENSG00000187764	ENSG00000187764	ENSG00000071082
ENSG00000115268	ENSG00000100097	ENSG00000100097	ENSG00000115268
ENSG00000105649	ENSG00000067715	ENSG00000067715	ENSG00000105649
ENSG00000138757	ENSG00000152583	ENSG00000152583	ENSG00000138757
ENSG00000105409	ENSG00000174607	ENSG00000174607	ENSG00000105409
ENSG00000057019	ENSG00000149557	ENSG00000149557	ENSG00000057019
ENSG00000163618	ENSG00000270188	ENSG00000270188	ENSG00000163618
ENSG00000131016	ENSG00000117266	ENSG00000117266	ENSG00000131016
ENSG00000142541	ENSG00000163453	ENSG00000163453	ENSG00000142541
ENSG00000080822	ENSG00000142168	ENSG00000142168	ENSG00000080822
ENSG00000168268	ENSG00000164124	ENSG00000164124	ENSG00000168268
ENSG00000196262	ENSG00000205364	ENSG00000205364	ENSG00000196262
ENSG00000084764	ENSG00000170027	ENSG00000170027	ENSG00000084764
ENSG00000137409	ENSG00000266844	ENSG00000266844	ENSG00000137409
ENSG00000127824	ENSG00000135441	ENSG00000135441	ENSG00000127824
ENSG00000133872	ENSG00000114391	ENSG00000114391	ENSG00000133872
ENSG00000125148	ENSG00000139970	ENSG00000139970	ENSG00000125148
ENSG00000198300	ENSG00000112695	ENSG00000112695	ENSG00000198300
ENSG00000154096	ENSG00000212907	ENSG00000212907	ENSG00000154096
ENSG00000124920	ENSG00000143546	ENSG00000143546	ENSG00000124920
ENSG00000107331	ENSG00000124172	ENSG00000124172	ENSG00000107331
ENSG00000240972	ENSG00000008988	ENSG00000008988	ENSG00000240972
ENSG00000140264	ENSG00000054148	ENSG00000054148	ENSG00000140264
ENSG00000198898	ENSG00000129757	ENSG00000129757	ENSG00000198898
ENSG00000142937	ENSG00000078804	ENSG00000078804	ENSG00000142937
ENSG00000148053	ENSG00000177410	ENSG00000177410	ENSG00000148053
ENSG00000118785	ENSG00000231500	ENSG00000231500	ENSG00000118785
ENSG00000069329	ENSG00000214548	ENSG00000214548	ENSG00000069329
ENSG00000122012	ENSG00000079215	ENSG00000079215	ENSG00000122012
ENSG00000134308	ENSG00000204580	ENSG00000204580	ENSG00000134308
ENSG00000173786	ENSG00000196136	ENSG00000196136	ENSG00000173786
ENSG00000180616	ENSG00000164176	ENSG00000164176	ENSG00000180616
ENSG00000206503	ENSG00000131174	ENSG00000131174	ENSG00000206503
ENSG00000140941	ENSG00000026025	ENSG00000026025	ENSG00000140941
ENSG00000197756	ENSG00000175868	ENSG00000175868	ENSG00000197756
ENSG00000125814	ENSG00000180176	ENSG00000180176	ENSG00000125814
ENSG00000130203	ENSG00000102934	ENSG00000102934	ENSG00000130203
ENSG00000002586	ENSG00000139737	ENSG00000139737	ENSG00000002586
ENSG00000107771	ENSG00000185432	ENSG00000185432	ENSG00000107771
ENSG00000141522	ENSG00000148671	ENSG00000148671	ENSG00000141522
ENSG00000129682	ENSG00000181195	ENSG00000181195	ENSG00000129682
ENSG00000148180	ENSG00000157005	ENSG00000157005	ENSG00000148180
ENSG00000166619	ENSG00000134243	ENSG00000134243	ENSG00000166619
ENSG00000176788	ENSG00000148826	ENSG00000148826	ENSG00000176788
ENSG00000184009	ENSG00000158859	ENSG00000158859	ENSG00000184009
ENSG00000136160	ENSG00000172428	ENSG00000172428	ENSG00000136160
ENSG00000170091	ENSG00000184144	ENSG00000184144	ENSG00000170091
ENSG00000172809	ENSG00000130643	ENSG00000130643	ENSG00000172809
ENSG00000167815	ENSG00000160678	ENSG00000160678	ENSG00000167815
ENSG00000167658	ENSG00000165949	ENSG00000165949	ENSG00000167658
ENSG00000119782	ENSG00000135919	ENSG00000135919	ENSG00000119782
ENSG00000164398	ENSG00000109099	ENSG00000109099	ENSG00000164398
ENSG00000105270	ENSG00000179292	ENSG00000179292	ENSG00000105270
ENSG00000204851	ENSG00000176533	ENSG00000176533	ENSG00000204851
ENSG00000150991	ENSG00000168913	ENSG00000168913	ENSG00000150991
ENSG00000092096	ENSG00000214253	ENSG00000214253	ENSG00000092096
ENSG00000021300	ENSG00000197958	ENSG00000197958	ENSG00000021300
ENSG00000263001	ENSG00000118181	ENSG00000118181	ENSG00000263001
ENSG00000165152	ENSG00000070214	ENSG00000070214	ENSG00000165152
ENSG00000125144	ENSG00000011426	ENSG00000011426	ENSG00000125144
ENSG00000074317	ENSG00000138326	ENSG00000138326	ENSG00000074317
ENSG00000115310	ENSG00000234745	ENSG00000234745	ENSG00000115310
ENSG00000102226	ENSG00000164089	ENSG00000164089	ENSG00000102226
ENSG00000184524	ENSG00000116251	ENSG00000116251	ENSG00000184524
ENSG00000125355	ENSG00000010282	ENSG00000010282	ENSG00000125355
ENSG00000109107	ENSG00000143198	ENSG00000143198	ENSG00000109107
ENSG00000099194	ENSG00000163630	ENSG00000163630	ENSG00000099194
ENSG00000168028	ENSG00000112531	ENSG00000112531	ENSG00000168028
ENSG00000110955	ENSG00000171863	ENSG00000171863	ENSG00000110955
ENSG00000126803	ENSG00000133169	ENSG00000133169	ENSG00000126803
ENSG00000111897	ENSG00000162244	ENSG00000162244	ENSG00000111897
ENSG00000197457	ENSG00000166922	ENSG00000166922	ENSG00000197457
ENSG00000177733	ENSG00000198695	ENSG00000198695	ENSG00000177733
ENSG00000106615	ENSG00000065534	ENSG00000065534	ENSG00000106615
ENSG00000157103	ENSG00000107331	ENSG00000107331	ENSG00000157103
ENSG00000136193	ENSG00000198162	ENSG00000198162	ENSG00000136193
ENSG00000136156	ENSG00000108387	ENSG00000108387	ENSG00000136156
ENSG00000105220	ENSG00000150656	ENSG00000150656	ENSG00000105220
ENSG00000169116	ENSG00000070756	ENSG00000070756	ENSG00000169116
ENSG00000197045	ENSG00000243449	ENSG00000243449	ENSG00000197045
ENSG00000129757	ENSG00000172020	ENSG00000172020	ENSG00000129757
ENSG00000231500	ENSG00000162595	ENSG00000162595	ENSG00000231500
ENSG00000198695	ENSG00000170775	ENSG00000170775	ENSG00000198695
ENSG00000164919	ENSG00000012171	ENSG00000012171	ENSG00000164919
ENSG00000138095	ENSG00000034510	ENSG00000034510	ENSG00000138095
ENSG00000131507	ENSG00000232112	ENSG00000232112	ENSG00000131507
ENSG00000144381	ENSG00000144283	ENSG00000144283	ENSG00000144381
ENSG00000266412	ENSG00000224877	ENSG00000224877	ENSG00000266412
ENSG00000147403	ENSG00000008282	ENSG00000008282	ENSG00000147403
ENSG00000108298	ENSG00000169020	ENSG00000169020	ENSG00000108298
ENSG00000117410	ENSG00000183036	ENSG00000183036	ENSG00000117410
ENSG00000082397	ENSG00000054690	ENSG00000054690	ENSG00000082397
ENSG00000244274	ENSG00000131143	ENSG00000131143	ENSG00000244274
ENSG00000198034	ENSG00000119280	ENSG00000119280	ENSG00000198034
ENSG00000130725	ENSG00000149806	ENSG00000149806	ENSG00000130725
ENSG00000145335	ENSG00000198417	ENSG00000198417	ENSG00000145335
ENSG00000185825	ENSG00000204655	ENSG00000204655	ENSG00000185825
ENSG00000101856	ENSG00000150867	ENSG00000150867	ENSG00000101856
ENSG00000162374	ENSG00000136237	ENSG00000136237	ENSG00000162374
ENSG00000136854	ENSG00000148303	ENSG00000148303	ENSG00000136854
ENSG00000135940	ENSG00000115468	ENSG00000115468	ENSG00000135940
ENSG00000185787	ENSG00000172005	ENSG00000172005	ENSG00000185787
ENSG00000085063	ENSG00000109472	ENSG00000109472	ENSG00000085063
ENSG00000186480	ENSG00000101335	ENSG00000101335	ENSG00000186480
ENSG00000171530	ENSG00000132475	ENSG00000132475	ENSG00000171530
ENSG00000168913	ENSG00000005893	ENSG00000005893	ENSG00000168913
ENSG00000078668	ENSG00000108828	ENSG00000108828	ENSG00000078668
ENSG00000130643	ENSG00000128683	ENSG00000128683	ENSG00000130643
ENSG00000172005	ENSG00000117632	ENSG00000117632	ENSG00000172005
ENSG00000122026	ENSG00000164050	ENSG00000164050	ENSG00000122026
ENSG00000135916	ENSG00000100362	ENSG00000100362	ENSG00000135916
ENSG00000067840	ENSG00000146066	ENSG00000146066	ENSG00000067840
ENSG00000092964	ENSG00000124920	ENSG00000124920	ENSG00000092964
ENSG00000129244	ENSG00000176720	ENSG00000176720	ENSG00000129244
ENSG00000079459	ENSG00000156482	ENSG00000156482	ENSG00000079459
ENSG00000057757	ENSG00000166091	ENSG00000166091	ENSG00000057757
ENSG00000165943	ENSG00000188846	ENSG00000188846	ENSG00000165943
ENSG00000014641	ENSG00000259001	ENSG00000259001	ENSG00000014641
ENSG00000154917	ENSG00000186318	ENSG00000186318	ENSG00000154917
ENSG00000103145	ENSG00000154096	ENSG00000154096	ENSG00000103145
ENSG00000164241	ENSG00000171766	ENSG00000171766	ENSG00000164241
ENSG00000203930	ENSG00000187479	ENSG00000187479	ENSG00000203930
ENSG00000175166	ENSG00000171858	ENSG00000171858	ENSG00000175166
ENSG00000104695	ENSG00000152910	ENSG00000152910	ENSG00000104695
ENSG00000054690	ENSG00000196262	ENSG00000196262	ENSG00000054690
ENSG00000242808	ENSG00000149591	ENSG00000149591	ENSG00000242808
ENSG00000153130	ENSG00000164402	ENSG00000164402	ENSG00000153130
ENSG00000177954	ENSG00000165424	ENSG00000165424	ENSG00000177954
ENSG00000107130	ENSG00000170345	ENSG00000170345	ENSG00000107130
ENSG00000054356	ENSG00000148411	ENSG00000148411	ENSG00000054356
ENSG00000101210	ENSG00000100242	ENSG00000100242	ENSG00000101210
ENSG00000160781	ENSG00000169562	ENSG00000169562	ENSG00000160781
ENSG00000117984	ENSG00000168028	ENSG00000168028	ENSG00000117984
ENSG00000152583	ENSG00000189171	ENSG00000189171	ENSG00000152583
ENSG00000105290	ENSG00000141542	ENSG00000141542	ENSG00000105290
ENSG00000141540	ENSG00000105894	ENSG00000105894	ENSG00000141540
ENSG00000131100	ENSG00000188243	ENSG00000188243	ENSG00000131100
ENSG00000145425	ENSG00000077380	ENSG00000077380	ENSG00000145425
ENSG00000145362	ENSG00000103363	ENSG00000103363	ENSG00000145362
ENSG00000117115	ENSG00000187094	ENSG00000187094	ENSG00000117115
ENSG00000124422	ENSG00000170915	ENSG00000170915	ENSG00000124422
ENSG00000089220	ENSG00000096384	ENSG00000096384	ENSG00000089220
ENSG00000101489	ENSG00000188186	ENSG00000188186	ENSG00000101489
ENSG00000198513	ENSG00000234741	ENSG00000234741	ENSG00000198513
ENSG00000156467	ENSG00000122406	ENSG00000122406	ENSG00000156467
ENSG00000120053	ENSG00000182154	ENSG00000182154	ENSG00000120053
ENSG00000165678	ENSG00000125356	ENSG00000125356	ENSG00000165678
ENSG00000102316	ENSG00000169567	ENSG00000169567	ENSG00000102316
ENSG00000133083	ENSG00000127540	ENSG00000127540	ENSG00000133083
ENSG00000161960	ENSG00000105409	ENSG00000105409	ENSG00000161960
ENSG00000181029	ENSG00000105193	ENSG00000105193	ENSG00000181029
ENSG00000137154	ENSG00000083845	ENSG00000083845	ENSG00000137154
ENSG00000237289	ENSG00000138029	ENSG00000138029	ENSG00000237289
ENSG00000120727	ENSG00000203667	ENSG00000203667	ENSG00000120727
ENSG00000172260	ENSG00000089009	ENSG00000089009	ENSG00000172260
ENSG00000144713	ENSG00000082996	ENSG00000082996	ENSG00000144713
ENSG00000182809	ENSG00000170017	ENSG00000170017	ENSG00000182809
ENSG00000122126	ENSG00000123349	ENSG00000123349	ENSG00000122126
ENSG00000137818	ENSG00000138495	ENSG00000138495	ENSG00000137818
ENSG00000270672	ENSG00000005513	ENSG00000005513	ENSG00000270672
ENSG00000128564	ENSG00000063177	ENSG00000063177	ENSG00000128564
ENSG00000057608	ENSG00000099795	ENSG00000099795	ENSG00000057608
ENSG00000075415	ENSG00000176485	ENSG00000176485	ENSG00000075415
ENSG00000147027	ENSG00000120129	ENSG00000120129	ENSG00000147027
ENSG00000105223	ENSG00000102924	ENSG00000102924	ENSG00000105223
ENSG00000110237	ENSG00000133134	ENSG00000133134	ENSG00000110237
ENSG00000155368	ENSG00000265681	ENSG00000265681	ENSG00000155368
ENSG00000166925	ENSG00000105254	ENSG00000105254	ENSG00000166925
ENSG00000171858	ENSG00000198835	ENSG00000198835	ENSG00000171858
ENSG00000007168	ENSG00000157827	ENSG00000157827	ENSG00000007168
ENSG00000266964	ENSG00000146122	ENSG00000146122	ENSG00000266964
ENSG00000177432	ENSG00000100399	ENSG00000100399	ENSG00000177432
ENSG00000111775	ENSG00000179195	ENSG00000179195	ENSG00000111775
ENSG00000134138	ENSG00000132164	ENSG00000132164	ENSG00000134138
ENSG00000116649	ENSG00000111678	ENSG00000111678	ENSG00000116649
ENSG00000117906	ENSG00000256045	ENSG00000256045	ENSG00000117906
ENSG00000159164	ENSG00000164106	ENSG00000164106	ENSG00000159164
ENSG00000111674	ENSG00000138443	ENSG00000138443	ENSG00000111674
ENSG00000186868	ENSG00000172809	ENSG00000172809	ENSG00000186868
ENSG00000166963	ENSG00000156411	ENSG00000156411	ENSG00000166963
ENSG00000250479	ENSG00000140479	ENSG00000140479	ENSG00000250479
ENSG00000088986	ENSG00000172247	ENSG00000172247	ENSG00000088986
ENSG00000167755	ENSG00000125968	ENSG00000125968	ENSG00000167755
ENSG00000148672	ENSG00000103740	ENSG00000103740	ENSG00000148672
ENSG00000189043	ENSG00000046653	ENSG00000046653	ENSG00000189043
ENSG00000141367	ENSG00000167588	ENSG00000167588	ENSG00000141367
ENSG00000132872	ENSG00000233927	ENSG00000233927	ENSG00000132872
ENSG00000142168	ENSG00000130558	ENSG00000130558	ENSG00000142168
ENSG00000177697	ENSG00000205220	ENSG00000205220	ENSG00000177697
ENSG00000165169	ENSG00000022277	ENSG00000022277	ENSG00000165169
ENSG00000171863	ENSG00000173915	ENSG00000173915	ENSG00000171863
ENSG00000099624	ENSG00000174444	ENSG00000174444	ENSG00000099624
ENSG00000112972	ENSG00000165175	ENSG00000165175	ENSG00000112972
ENSG00000101290	ENSG00000198830	ENSG00000198830	ENSG00000101290
ENSG00000172115	ENSG00000163399	ENSG00000163399	ENSG00000172115
ENSG00000167641	ENSG00000148290	ENSG00000148290	ENSG00000167641
ENSG00000167468	ENSG00000139433	ENSG00000139433	ENSG00000167468
ENSG00000168003	ENSG00000161281	ENSG00000161281	ENSG00000168003
ENSG00000186010	ENSG00000165478	ENSG00000165478	ENSG00000186010
ENSG00000171703	ENSG00000108679	ENSG00000108679	ENSG00000171703
ENSG00000138326	ENSG00000138593	ENSG00000138593	ENSG00000138326
ENSG00000136541	ENSG00000114942	ENSG00000114942	ENSG00000136541
ENSG00000172201	ENSG00000135069	ENSG00000135069	ENSG00000172201
ENSG00000109971	ENSG00000196187	ENSG00000196187	ENSG00000109971
ENSG00000116133	ENSG00000049245	ENSG00000049245	ENSG00000116133
ENSG00000130294	ENSG00000115541	ENSG00000115541	ENSG00000130294
ENSG00000171617	ENSG00000170075	ENSG00000170075	ENSG00000171617
ENSG00000161203	ENSG00000156467	ENSG00000156467	ENSG00000161203
ENSG00000128245	ENSG00000105854	ENSG00000105854	ENSG00000128245
ENSG00000196972	ENSG00000079819	ENSG00000079819	ENSG00000196972
ENSG00000091592	ENSG00000257365	ENSG00000257365	ENSG00000091592
ENSG00000178719	ENSG00000127184	ENSG00000127184	ENSG00000178719
ENSG00000106976	ENSG00000169504	ENSG00000169504	ENSG00000106976
ENSG00000145920	ENSG00000167191	ENSG00000167191	ENSG00000145920
ENSG00000136942	ENSG00000115380	ENSG00000115380	ENSG00000136942
ENSG00000100138	ENSG00000169764	ENSG00000169764	ENSG00000100138
ENSG00000173660	ENSG00000093010	ENSG00000093010	ENSG00000173660
ENSG00000179010	ENSG00000203875	ENSG00000203875	ENSG00000179010
ENSG00000133112	ENSG00000168385	ENSG00000168385	ENSG00000133112
ENSG00000163346	ENSG00000135916	ENSG00000135916	ENSG00000163346
ENSG00000165443	ENSG00000020577	ENSG00000020577	ENSG00000165443
ENSG00000123240	ENSG00000130748	ENSG00000130748	ENSG00000123240
ENSG00000089737	ENSG00000109956	ENSG00000109956	ENSG00000089737
ENSG00000105568	ENSG00000166912	ENSG00000166912	ENSG00000105568
ENSG00000172020	ENSG00000119705	ENSG00000119705	ENSG00000172020
ENSG00000110717	ENSG00000145592	ENSG00000145592	ENSG00000110717
ENSG00000147604	ENSG00000147677	ENSG00000147677	ENSG00000147604
ENSG00000109475	ENSG00000010278	ENSG00000010278	ENSG00000109475
ENSG00000133134	ENSG00000164587	ENSG00000164587	ENSG00000133134
ENSG00000170345	ENSG00000172458	ENSG00000172458	ENSG00000170345
ENSG00000143324	ENSG00000132329	ENSG00000132329	ENSG00000143324
ENSG00000264364	ENSG00000092529	ENSG00000092529	ENSG00000264364
ENSG00000154518	ENSG00000116209	ENSG00000116209	ENSG00000154518
ENSG00000084234	ENSG00000157103	ENSG00000157103	ENSG00000084234
ENSG00000070214	ENSG00000240583	ENSG00000240583	ENSG00000070214
ENSG00000125868	ENSG00000196814	ENSG00000196814	ENSG00000125868
ENSG00000197694	ENSG00000197982	ENSG00000197982	ENSG00000197694
ENSG00000078328	ENSG00000189067	ENSG00000189067	ENSG00000078328
ENSG00000180354	ENSG00000173457	ENSG00000173457	ENSG00000180354
ENSG00000105393	ENSG00000196683	ENSG00000196683	ENSG00000105393
ENSG00000150867	ENSG00000113578	ENSG00000113578	ENSG00000150867
ENSG00000078549	ENSG00000064393	ENSG00000064393	ENSG00000078549
ENSG00000138078	ENSG00000143248	ENSG00000143248	ENSG00000138078
ENSG00000225733	ENSG00000166681	ENSG00000166681	ENSG00000225733
ENSG00000142669	ENSG00000110799	ENSG00000110799	ENSG00000142669
ENSG00000136002	ENSG00000174456	ENSG00000174456	ENSG00000136002
ENSG00000118946	ENSG00000240972	ENSG00000240972	ENSG00000118946
ENSG00000101152	ENSG00000064651	ENSG00000064651	ENSG00000101152
ENSG00000100075	ENSG00000105355	ENSG00000105355	ENSG00000100075
ENSG00000132670	ENSG00000196531	ENSG00000196531	ENSG00000132670
ENSG00000134779	ENSG00000117394	ENSG00000117394	ENSG00000134779
ENSG00000161011	ENSG00000132692	ENSG00000132692	ENSG00000161011
ENSG00000196683	ENSG00000198242	ENSG00000198242	ENSG00000196683
